0,11,11,1546.683909685399
0,11,12,1222.5761940717912
0,11,13,5677.837743622787
0,11,0,364994.58108152874
0,11,1,91798.52141972484
0,11,2,38187.02534114241
0,11,3,19257.238065907226
0,11,4,11709.120392147435
0,11,5,7934.140503975933
0,11,6,5688.208098906077
0,11,7,4221.928555676975
0,11,8,3240.5654609740727
0,11,9,2502.1211161800757
0,11,10,1969.3441135010603
0,1,11,2444.20445848889
0,1,12,1932.0212524875017
0,1,13,8972.613111596997
0,1,0,576796.1875191537
0,1,1,145068.0090041267
0,1,2,60346.45929318135
0,1,3,30431.962758600326
0,1,4,18503.77060771987
0,1,5,12538.219006907366
0,1,6,8989.001249121933
0,1,7,6671.858764798422
0,1,8,5121.02343480706
0,1,9,3954.0694446679113
0,1,10,3112.1288793242966
0,12,11,1562.2025864149518
0,12,12,1234.8429310658462
0,12,13,5734.80641570528
0,12,0,368656.75980878726
0,12,1,92719.58329231743
0,12,2,38570.175445582936
0,12,3,19450.45585939267
0,12,4,11826.604031186595
0,12,5,8013.7478244096865
0,12,6,5745.280822107357
0,12,7,4264.289340592715
0,12,8,3273.0797242277977
0,12,9,2527.226186774678
0,12,10,1989.1035578680012
0,2,11,2281.1373411363547
0,2,12,1803.1248603658096
0,2,13,8373.997823851281
0,2,0,538314.7539091232
0,2,1,135389.67707644516
0,2,2,56320.39546484883
0,2,3,28401.669251365394
0,2,4,17269.276282716102
0,2,5,11701.721379595454
0,2,6,8389.292613258107
0,2,7,6226.740201831907
0,2,8,4779.37013059656
0,2,9,3690.270438854639
0,2,10,2904.5006330789975
0,3,11,2652.257028747976
0,3,12,2096.476392882636
0,3,13,9736.368865877164
0,3,0,625893.5242465376
0,3,1,157416.30991277346
0,3,2,65483.19649140407
0,3,3,33022.35491992956
0,3,4,20078.825845447707
0,3,5,13605.48188739125
0,3,6,9754.151974318704
0,3,7,7239.772533059898
0,3,8,5556.928902644773
0,3,9,4290.642888059254
0,3,10,3377.03569187518
0,4,11,2582.104576813806
0,4,12,2041.0243918930303
0,4,13,9478.840978695269
0,4,0,609338.5807023438
0,4,1,153252.6334684798
0,4,2,63751.159684802566
0,4,3,32148.910475758534
0,4,4,19547.73898254201
0,4,5,13245.615590949763
0,4,6,9496.153722218678
0,4,7,7048.279857525519
0,4,8,5409.94760199443
0,4,9,4177.154973536371
0,4,10,3287.7127750211957
0,5,11,2684.0444830511055
0,5,12,2121.6027840332727
0,5,13,9853.059811380506
0,5,0,633394.8944323688
0,5,1,159302.9535161959
0,5,2,66268.01639895127
0,5,3,33418.12975872582
0,5,4,20319.471737646156
0,5,5,13768.544376840722
0,5,6,9871.05605140802
0,5,7,7326.541626728143
