0,1,0,930290
0,1,1,227369
0,1,2,100042
0,1,3,50585
0,1,4,30580
0,1,5,20270
0,1,6,14241
0,1,7,10332
0,1,8,7913
0,1,9,6171
0,1,10,4767
0,1,11,3856
0,1,12,3110
0,1,13,14439
0,10,0,656164
0,10,1,154577
0,10,2,55903
0,10,3,24654
0,10,4,14153
0,10,5,9425
0,10,6,6549
0,10,7,4561
0,10,8,3502
0,10,9,2727
0,10,10,2077
0,10,11,1669
0,10,12,1337
0,10,13,5940
0,11,0,657257
0,11,1,133654
0,11,2,47883
0,11,3,20806
0,11,4,11505
0,11,5,7325
0,11,6,5235
0,11,7,3830
0,11,8,2946
0,11,9,2194
0,11,10,1714
0,11,11,1298
0,11,12,1022
0,11,13,4411
0,12,0,562906
0,12,1,158320
0,12,2,72520
0,12,3,36303
0,12,4,20915
0,12,5,13902
0,12,6,9709
0,12,7,7197
0,12,8,5378
0,12,9,4360
0,12,10,3349
0,12,11,2699
0,12,12,2097
0,12,13,10466
0,2,0,901370
0,2,1,204392
0,2,2,85659
0,2,3,42557
0,2,4,24925
0,2,5,16477
0,2,6,11752
0,2,7,8495
0,2,8,6598
0,2,9,5094
0,2,10,3929
0,2,11,3217
0,2,12,2550
0,2,13,11949
0,3,0,1007156
0,3,1,268116
0,3,2,108233
0,3,3,51524
0,3,4,29940
0,3,5,19976
0,3,6,13908
0,3,7,10062
0,3,8,7585
0,3,9,5741
0,3,10,4528
0,3,11,3507
0,3,12,2773
0,3,13,12125
0,4,0,994153
0,4,1,247643
0,4,2,98807
0,4,3,48923
0,4,4,29222
0,4,5,19658
0,4,6,13907
0,4,7,10531
0,4,8,7937
0,4,9,6150
0,4,10,4982
0,4,11,3844
0,4,12,3073
0,4,13,15474
0,5,0,1011645
0,5,1,261521
0,5,2,107363
0,5,3,54166
0,5,4,33697
0,5,5,22653
0,5,6,16138
0,5,7,12070
0,5,8,9161
0,5,9,7105
0,5,10,5510
0,5,11,4233
0,5,12,3300
0,5,13,15131
0,6,0,963897
0,6,1,271937
0,6,2,119890
0,6,3,63393
0,6,4,40256
0,6,5,27468
0,6,6,20065
0,6,7,15108
0,6,8,11725
0,6,9,9227
0,6,10,7166
0,6,11,5721
0,6,12,4419
0,6,13,20705
