0,1,0,453738
0,1,1,97760
1,22,0,15211
1,22,1,3277
1,23,0,14768
1,23,1,3182
1,24,0,15413
1,24,1,3320
1,25,0,15933
1,25,1,3432
1,26,0,16040
1,26,1,3456
1,27,0,12186
1,27,1,2625
1,28,0,14791
1,28,1,3186
1,29,0,15803
1,29,1,3405
1,30,0,14951
1,30,1,3221
1,31,0,15455
1,31,1,3329
1,10,0,15254
1,10,1,3286
1,11,0,15622
1,11,1,3366
1,12,0,15078
1,12,1,3248
1,13,0,11910
1,13,1,2566
1,14,0,13682
1,14,1,2947
1,15,0,15395
1,15,1,3316
1,16,0,13765
1,16,1,2965
1,17,0,13700
1,17,1,2951
1,18,0,15294
1,18,1,3295
1,19,0,15972
1,19,1,3441
1,1,0,14439
1,1,1,3111
1,2,0,16111
1,2,1,3471
1,3,0,15188
1,3,1,3272
1,4,0,12591
1,4,1,2713
1,5,0,14733
1,5,1,3174
1,6,0,12791
1,6,1,2755
1,7,0,15149
1,7,1,3264
1,8,0,15254
1,8,1,3286
1,9,0,14672
1,9,1,3161
1,20,0,12170
1,20,1,2622
1,21,0,14401
1,21,1,3102
